 Absolute load value (%), Absolute throttle position (%), Ambient air temperature (F), Barometric pressure (inHg), Calculated load value (%), Commanded fuel rail pressure A (inHg), Engine coolant temperature (F), Engine RPM (RPM), Fuel level input (%), Fuel rail pressure (psi), Fuel/Air commanded equivalence ratio, Ignition timing advance for #1 cylinder (deg), Intake air temperature (F), Intake manifold absolute pressure (inHg), Long term fuel % trim - Bank 1 (%), Mass air flow rate (lb/min), Vehicle speed (MPH), Fuel rate (gal/hr), Instant fuel economy (MPG), Total fuel economy (MPG)
26.66667,14.90196,64.4,29.8254,40,1379.056,190.4,1031,70.98039,697.6315,0.9947575,27.5,80.6,20.37577,4.6875,0.578151,3.106856,0.3855396,8.05846,31.16192
29.01961,15.68627,64.4,29.8254,38.03922,1441.069,190.4,1254.25,70.98039,691.83,0.9929275,35.5,78.8,22.44288,4.6875,0.844074,3.728227,0.563526,6.615892,31.15754
32.15686,18.03922,64.4,29.8254,40.78431,1706.84,190.4,1476.25,70.98039,870.2264,0.9914025,31.5,78.8,24.50998,4.6875,1.008126,6.213712,0.6742919,9.215166,31.15213
34.5098,20.78431,64.4,29.8254,48.23529,2448.045,190.4,1898.25,70.98039,1549.003,0.9920735,22,78.8,28.3489,12.5,1.197315,7.456454,0.8020641,9.296581,31.14693
59.21569,27.05882,64.4,29.8254,81.96078,2828.984,190.4,1487.25,70.98039,1485.186,0.993202,0.5,78.8,28.6442,12.5,2.648646,9.941939,1.77309,5.607127,31.13107
81.96078,35.68628,64.4,29.8254,96.86275,3139.05,190.4,1580,70.98039,1593.965,0.995093,1.5,77,28.6442,12.5,3.372327,13.04879,2.25498,5.786655,31.1134
71.37255,27.45098,64.4,29.8254,74.11765,3153.815,190.4,1852.5,70.98039,1296.637,0.9945135,15.5,77,25.69119,12.5,3.361743,16.77702,2.243631,7.47762,31.09438
32.54902,18.03922,64.4,29.8254,31.76471,1337.714,190.4,1615.25,77.64706,443.8155,0.991555,18.5,77,7.677826,3.90625,1.570401,18.64114,1.048698,17.7755,31.08944
9.803922,12.54902,64.4,29.8254,12.54902,885.903,190.4,1222.75,77.64706,449.617,0.995581,30,77,6.201321,3.90625,0.298998,19.26251,0.2002637,96.18573,31.0942
10.98039,10.98039,64.4,29.8254,13.72549,885.903,190.4,1218.25,77.64706,468.4719,1.000003,35,77,5.610719,3.90625,0.170667,18.64114,0.1138475,163.7377,31.09956
10.58823,10.98039,64.4,29.8254,13.72549,885.903,190.4,1142,77.64706,478.6245,1.000003,34.5,77,5.610719,3.90625,0.223587,16.77702,0.1484895,112.9846,31.10399
10.58823,10.98039,64.4,29.8254,20.78431,986.3054,190.4,1107.75,77.64706,513.4336,1.000003,29,77,22.44288,4.6875,0.210357,16.15565,0.1397031,115.6427,31.10799
40,24.70588,64.4,29.8254,50.19608,2093.684,190.4,1351.5,77.64706,1044.272,0.901153,27.5,77,28.9395,4.6875,1.563786,15.53428,1.038548,14.95769,31.09995
41.17647,20,64.4,29.8254,37.64706,915.4331,190.4,1172.25,77.64706,533.7389,0.9013055,39,78.8,6.201321,3.90625,1.345491,16.77702,0.9915918,16.91928,31.09558
10.58823,10.98039,64.4,29.8254,14.11765,885.903,190.4,1076.5,77.64706,558.3953,1.000003,34,78.8,6.201321,3.90625,0.206388,16.15565,0.1520768,106.2335,31.1028
10.58823,10.98039,64.4,29.8254,14.90196,885.903,190.4,1051.5,77.64706,433.6628,1.000003,35.5,78.8,13.28854,4.6875,0.190512,14.91291,0.1265236,117.8666,31.10629
43.52941,25.88235,64.4,29.8254,68.62745,2820.125,190.4,1513.25,77.64706,1534.499,0.902007,2.5,78.8,29.5301,4.6875,2.089017,14.29154,1.387366,10.3012,31.09681
78.82353,41.17647,64.4,29.8254,97.64706,3478.646,192.2,1620.75,93.33334,1634.575,0.903044,2,77,30.1207,12.5,3.860514,16.15565,2.842405,5.683797,31.06796
81.96078,50.19608,64.4,29.8254,99.60784,3552.471,192.2,1718.25,93.33334,1728.85,0.995276,3.5,77,28.9395,12.5,3.667356,20.50525,2.697086,7.602741,31.03571
21.17647,9.411765,64.4,29.8254,17.64706,885.903,192.2,1587.75,93.33334,925.3408,1.000003,34,77,5.610719,3.90625,0.071442,22.99073,0.04767171,482.272,31.04388
11.37255,12.15686,64.4,29.8254,13.33333,885.903,192.2,1407.5,93.33334,949.9972,1.000003,35.5,77,5.315418,3.90625,0.308259,22.36936,0.2047222,109.2669,31.04948
10.19608,11.37255,64.4,29.8254,12.54902,885.903,192.2,1200.75,93.33334,964.501,1.000003,33.5,77,5.610719,3.90625,0.246078,19.88388,0.1634263,121.6688,31.05544
9.803922,10.98039,64.4,29.8254,14.11765,885.903,192.2,930,93.33334,974.6536,1.000003,28,77,6.201321,3.90625,0.214326,15.53428,0.142339,109.1358,31.06005
12.94118,16.07843,64.4,29.8254,21.96078,900.668,192.2,796,93.33334,706.3338,1.000003,-7.5,77,10.33554,3.90625,0.170667,11.80605,0.113344,104.1612,31.06282
21.17647,13.72549,64.4,29.8254,38.43137,1051.272,192.2,684.25,93.33334,543.8915,0.9056365,1,77,12.69794,3.90625,0.355887,8.699197,0.2363531,36.80593,31.06318
21.96078,12.54902,64.4,29.8254,37.2549,1051.272,192.2,709.5,93.33334,562.7464,0.9056365,10,78.8,14.17445,4.6875,0.447174,5.592341,0.3279241,17.05377,31.06174
25.88235,14.5098,64.4,29.8254,36.86274,1319.995,192.2,979.75,93.33334,667.1736,0.9048435,14,78.8,14.46975,4.6875,0.869211,5.592341,0.6374146,8.773476,31.05521
16.86275,16.47059,64.4,29.8254,38.03922,1083.755,192.2,704.25,87.05882,578.7006,0.9051485,-5.5,78.8,14.76505,3.90625,0.099225,5.592341,0.07282799,76.78835,31.05646
25.88235,12.94118,64.4,29.8254,42.7451,1201.875,192.2,685.25,87.05882,622.2119,0.9053315,7,78.8,18.30866,3.90625,0.486864,3.728227,0.3572223,10.43672,31.05372
36.47059,22.35294,64.4,29.8254,45.88235,1954.893,192.2,1464.5,87.05882,1044.272,0.9019765,31,78.8,27.16769,4.6875,1.128519,3.106856,0.8278505,3.752919,31.04667
49.01961,25.4902,64.4,29.8254,58.03922,2583.884,192.2,1881.5,87.05882,1276.332,0.8935585,26.5,78.8,29.2348,4.6875,1.881306,6.835083,1.385208,4.934338,31.03141
47.05882,29.01961,64.4,29.8254,54.90196,2492.34,192.2,1789.75,87.05882,1183.508,0.99491,4.5,78.8,29.2348,4.6875,2.415798,10.56331,1.795512,5.883174,31.01653
71.76471,27.45098,64.4,29.8254,85.4902,2923.48,192.2,1446.75,87.05882,1242.973,0.9960385,-2.5,78.8,14.46975,4.6875,2.431674,12.42742,1.623201,7.656123,31.00379
15.68627,11.37255,64.4,29.8254,13.72549,885.903,192.2,1087.75,87.05882,603.357,0.9971365,20,77,8.268428,3.90625,0.099225,13.67017,0.06616002,206.6228,31.00741
14.11765,14.11765,64.4,29.8254,29.80392,936.1042,192.2,653.5,87.05882,493.1283,0.995764,-4.5,77,16.24155,3.90625,0.419391,7.456454,0.2793284,26.69422,31.00699
27.84314,13.33333,64.4,29.8254,47.05882,1367.244,192.2,664.25,87.05882,662.8224,0.994971,-6,77,14.46975,3.90625,0.482895,3.106856,0.3220676,9.646598,31.00489
23.52941,12.54902,64.4,29.8254,39.60784,1113.285,192.2,658.25,87.05882,538.09,0.9952455,1,77,14.17445,3.90625,0.378378,0,0.2525609,0,31.00216
22.7451,12.54902,64.4,29.8254,38.82353,1083.755,192.2,646.25,81.17647,519.2351,0.9952455,11,78.8,13.58385,3.90625,0.369117,0,0.2463114,0,30.99952
23.13725,12.94118,64.4,29.8254,39.21569,1125.097,192.2,691.75,81.17647,572.899,0.9952455,5,78.8,14.17445,3.90625,0.419391,0.6213712,0.2798592,2.220299,30.99604
24.31373,14.5098,64.4,29.8254,41.56863,1213.687,192.2,772.25,81.17647,587.4028,0.9952455,6,78.8,14.17445,4.6875,0.414099,1.242742,0.2763278,4.497348,30.9939
52.54902,25.09804,64.4,29.8254,60.39216,2837.843,192.2,2053,81.17647,1351.752,0.99369,24.5,78.8,25.39589,4.6875,2.451519,8.077826,1.635896,4.93786,30.94629
50.58823,27.05882,64.4,29.8254,61.56863,3047.506,192.2,1658.75,81.17647,1604.117,0.994422,8,77,27.46299,12.5,2.855034,11.80605,1.908144,6.187193,30.93062
72.15686,28.23529,64.4,29.8254,83.13725,3387.103,192.2,1708.25,81.17647,1564.957,0.9948795,11.5,77,26.28179,12.5,2.92383,14.91291,1.952684,7.637132,30.91395
48.23529,25.88235,64.4,29.8254,56.47059,2515.965,192.2,1906,81.17647,1183.508,0.992409,21,77,26.28179,4.6875,2.255715,17.39839,1.50579,11.55433,30.90436
35.68628,9.411765,64.4,29.8254,34.11765,1128.05,192.2,1554.75,81.17647,572.899,0.991311,20,77,7.382525,4.6875,1.678887,19.26251,1.123522,17.14476,30.89914
9.803922,12.15686,64.4,29.8254,12.54902,885.903,192.2,1259,81.17647,449.617,0.9956115,25,77,6.791923,3.90625,0.236817,19.88388,0.1586549,125.3278,30.90343
10.58823,10.98039,64.4,29.8254,14.11765,885.903,192.2,1065,81.17647,468.4719,1.000003,33.5,77,6.201321,3.90625,0.213003,16.77702,0.1420844,118.0778,30.90804
10.58823,10.98039,64.4,29.8254,14.5098,885.903,192.2,978,87.05882,484.4261,1.000003,33,77,6.496622,3.90625,0.205065,14.91291,0.1361886,109.5019,30.91146
12.15686,16.47059,64.4,29.8254,20.39216,885.903,192.2,967.25,87.05882,419.1591,1.000003,24.5,77,9.154331,3.90625,0.216972,13.67017,0.1440963,94.86826,30.91471
11.76471,10.58823,64.4,29.8254,15.68627,885.903,192.2,937,87.05882,433.6628,1.000003,17.5,78.8,7.973127,3.90625,0.15876,13.67017,0.1054363,129.6533,30.91778
11.37255,11.37255,64.4,29.8254,16.86275,885.903,192.2,815.5,87.05882,433.6628,0.9052705,10.5,78.8,9.154331,3.90625,0.263277,13.04879,0.1748486,74.62912,30.92047
17.64706,11.37255,64.4,29.8254,29.41176,885.903,192.2,736.5,87.05882,449.617,0.905545,-6,78.8,11.81204,3.90625,0.333396,11.80605,0.2445866,48.26941,30.92166
18.43137,12.15686,64.4,29.8254,31.76471,894.762,192.2,665,87.05882,433.6628,0.9056975,0.5,78.8,12.40264,3.90625,0.298998,9.941939,0.219285,45.33798,30.92267
20.78431,12.54902,64.4,29.8254,34.5098,915.4331,192.2,661.5,87.05882,478.6245,0.9056365,1,78.8,11.81204,3.90625,0.44982,8.077826,0.3298422,24.48997,30.92195
18.43137,12.54902,64.4,29.8254,32.94118,971.5403,192.2,660.75,87.05882,459.7696,0.9055755,0.5,78.8,13.87915,3.90625,0.309582,6.213712,0.2270244,27.37024,30.92166
22.35294,12.94118,64.4,29.8254,38.03922,1083.755,192.2,649.75,87.05882,558.3953,0.9055755,-2,78.8,13.58385,3.90625,0.328104,5.592341,0.2406232,23.24107,30.92112
23.13725,12.15686,64.4,29.8254,39.21569,1092.614,192.2,640.5,87.05882,527.9374,0.9055755,-1.5,78.8,13.58385,3.90625,0.349272,4.349598,0.2561473,16.98085,30.92018
22.35294,12.15686,64.4,29.8254,38.43137,1048.319,194,617,74.5098,527.9374,0.904081,-5.5,80.6,12.40264,3.90625,0.338688,4.349598,0.2483853,17.5115,30.91916
18.82353,11.76471,64.4,29.8254,32.94118,903.621,194,598.5,74.5098,439.4644,0.904203,-5.5,80.6,15.65095,3.90625,0.129654,4.349598,0.09524217,45.66883,30.91968
25.09804,14.11765,64.4,29.8254,38.82353,1624.156,194,1060.75,74.5098,835.4174,0.903288,21.5,80.6,24.50998,4.6875,0.197127,4.349598,0.1447874,30.04127,30.91964
40.78431,22.35294,64.4,29.8254,47.45098,2034.624,194,1558,74.5098,954.3483,0.8950835,21,80.6,21.85227,4.6875,1.316385,4.97097,0.9678485,5.136103,30.91183
28.62745,14.90196,64.4,29.8254,29.80392,1263.888,194,1624.75,74.5098,652.6698,0.9887185,42,78.8,18.60396,4.6875,0.666792,7.456454,0.4947405,15.07144,30.90942
34.5098,20.39216,64.4,29.8254,45.09804,2034.624,194,1371.5,74.5098,1167.554,0.9923175,27,78.8,28.6442,4.6875,1.438101,8.699197,0.9659784,9.005581,30.90224
53.33333,24.31373,64.4,29.8254,60.39216,2459.857,194,1326.5,74.5098,1128.394,0.994117,14,78.8,26.87239,4.6875,1.664334,9.941939,1.113885,8.92546,30.89542
30.58824,9.411765,64.4,29.8254,36.07843,1234.358,194,1242,74.5098,509.0825,0.991921,12,78.8,10.63084,4.6875,0.841428,12.42742,0.5621214,22.10808,30.89383
11.76471,12.15686,64.4,29.8254,14.11765,885.903,194,1024,74.5098,439.4644,0.9957945,9,78.8,8.268428,3.90625,0.075411,12.42742,0.05049034,246.1347,30.89717
11.37255,12.54902,64.4,29.8254,22.35294,885.903,194,701.5,74.5098,424.9606,0.9956115,7.5,78.8,9.449632,3.90625,0.227556,11.80605,0.1517642,77.7921,30.89973
13.33333,10.98039,64.4,29.8254,22.7451,885.903,194,644.25,93.33334,429.3117,0.995642,13,78.8,9.744933,3.90625,0.23814,10.56331,0.1588522,66.49774,30.90152
14.5098,11.37255,64.4,29.8254,25.09804,885.903,194,642.5,93.33334,429.3117,0.995703,12.5,78.8,10.33554,3.90625,0.227556,7.456454,0.1517874,49.12432,30.90244
15.29412,11.37255,64.4,29.8254,25.88235,885.903,194,640,93.33334,429.3117,0.995764,18,80.6,10.33554,3.90625,0.22491,6.835083,0.1500133,45.56319,30.90311
16.07843,11.76471,64.4,29.8254,31.37255,1600.531,194,787,93.33334,722.288,0.9958555,7,80.6,14.76505,3.90625,0.261954,6.213712,0.1747106,35.56574,30.9034
28.62745,17.64706,64.4,29.8254,44.31372,1630.062,194,1119.75,93.33334,810.7609,0.995154,32,80.6,22.14758,4.6875,0.636363,6.213712,0.4243843,14.64171,30.90115
29.41176,16.47059,64.4,29.8254,39.21569,1461.74,194,1197.75,93.33334,746.9443,0.9921955,34,80.6,21.85227,4.6875,0.866565,6.835083,0.5783111,11.81904,30.89754
29.01961,14.11765,64.4,29.8254,34.5098,1210.734,194,1111,93.33334,578.7006,0.992287,19.5,80.6,15.06035,4.6875,0.789831,7.456454,0.5286736,14.10408,30.8948
18.43137,12.15686,64.4,29.8254,24.31373,885.903,194,990.5,93.33334,439.4644,0.9957335,35.5,80.6,12.40264,4.6875,0.318843,8.699197,0.213398,40.76514,30.89553
16.86275,12.94118,64.4,29.8254,23.92157,885.903,194,1011.75,93.33334,449.617,0.9956115,32.5,80.6,14.46975,4.6875,0.400869,8.699197,0.2673684,32.53637,30.89576
22.7451,13.72549,64.4,29.8254,30.19608,998.1174,194,1068.25,93.33334,488.7772,0.9954895,18,80.6,11.51674,4.6875,0.588735,9.320568,0.3927178,23.7335,30.89486
12.94118,10.19608,64.4,29.8254,17.64706,885.903,195.8,745.75,87.05882,453.9681,0.995642,20.5,80.6,10.04023,3.90625,0.107163,9.320568,0.07149223,130.3717,30.89684
15.68627,11.37255,64.4,29.8254,26.27451,885.903,195.8,663.75,87.05882,429.3117,0.995947,9,80.6,10.63084,3.90625,0.313551,8.699197,0.2091489,41.59331,30.89769
15.68627,11.37255,64.4,29.8254,26.66667,885.903,195.8,649,87.05882,429.3117,0.9957945,10.5,80.6,10.63084,3.90625,0.256662,8.077826,0.1711497,47.19744,30.89855
16.07843,11.37255,64.4,29.8254,27.84314,885.903,195.8,642.25,87.05882,443.8155,0.9958555,10.5,80.6,11.22144,3.90625,0.236817,6.835083,0.1579406,43.27628,30.89914
18.43137,11.76471,64.4,29.8254,32.15686,900.668,195.8,677.75,87.05882,459.7696,0.9959165,9.5,80.6,12.99324,4.6875,0.29106,6.213712,0.1941051,32.0121,30.89919
23.92157,12.94118,64.4,29.8254,38.43137,1125.097,195.8,828.75,87.05882,558.3953,0.996313,14,80.6,15.65095,4.6875,0.387639,5.592341,0.2584968,21.63408,30.89833
26.27451,13.72549,64.4,29.8254,37.64706,1216.64,195.8,917,87.05882,587.4028,0.995276,14,80.6,15.65095,4.6875,0.558306,5.592341,0.3721578,15.0268,30.89669
22.35294,11.37255,64.4,29.8254,31.37255,921.3391,195.8,756.25,87.05882,484.4261,0.995764,17,80.6,14.17445,4.6875,0.293706,5.592341,0.1959837,28.53472,30.89656
21.96078,12.15686,64.4,29.8254,36.47059,1027.647,195.8,698,87.05882,503.2809,0.996191,-3,80.6,12.99324,3.90625,0.31752,6.213712,0.2117704,29.34173,30.89648
20,11.76471,64.4,29.8254,32.94118,927.2451,195.8,696.5,87.05882,443.8155,0.99613,5.5,80.6,11.22144,3.90625,0.261954,6.213712,0.1746357,35.58099,30.89673
17.64706,12.15686,64.4,29.8254,30.19608,885.903,195.8,754.75,78.03922,449.617,0.9960995,15.5,80.6,12.40264,4.6875,0.38367,6.213712,0.2557953,24.29174,30.89628
20.78431,16.86275,64.4,29.8254,41.56863,1308.183,195.8,902.5,78.03922,687.4789,0.9960995,18,80.6,18.01336,4.6875,0.3969,6.835083,0.2646239,25.82943,30.89582
31.76471,15.29412,64.4,29.8254,39.60784,1455.834,195.8,1152.5,78.03922,697.6315,0.992165,21.5,80.6,18.30866,4.6875,1.334907,6.835083,0.8900183,7.67971,30.89049
23.52941,12.54902,64.4,29.8254,30.98039,1009.929,195.8,949,78.03922,493.1283,0.995459,22,80.6,15.06035,4.6875,0.399546,7.456454,0.2674444,27.88039,30.89018
21.17647,11.76471,64.4,29.8254,28.23529,903.621,195.8,919.75,78.03922,449.617,0.9956115,17,80.6,11.81204,3.90625,0.386316,8.077826,0.257733,31.34184,30.89025
13.72549,10.58823,64.4,29.8254,20.39216,885.903,195.8,722,78.03922,433.6628,0.9957335,13,80.6,10.33554,3.90625,0.100548,8.077826,0.06707091,120.4371,30.89205
16.07843,10.98039,64.4,29.8254,26.27451,885.903,195.8,682.25,78.03922,429.3117,0.995764,4,80.6,10.33554,3.90625,0.48951,7.456454,0.3264894,22.83827,30.8913
15.29412,11.37255,64.4,29.8254,26.27451,885.903,195.8,652,78.03922,429.3117,0.995703,10,80.6,11.51674,3.90625,0.29106,7.456454,0.1941229,38.411,30.8918
20.78431,13.33333,64.4,29.8254,39.60784,1133.956,195.8,628.25,78.03922,548.2427,0.9959165,1.5,80.6,15.06035,3.90625,0.500094,6.213712,0.3335589,18.62853,30.89066
25.88235,12.54902,64.4,29.8254,43.52941,1222.546,195.8,657,78.03922,603.357,0.99552,-2,80.6,14.46975,3.90625,0.374409,4.349598,0.2496744,17.42108,30.88967
23.13725,12.54902,64.4,29.8254,41.17647,1340.667,195.8,821.5,74.5098,722.288,0.99613,12,80.6,17.12746,4.6875,0.289737,3.106856,0.1932879,16.07372,30.88892
31.76471,16.47059,64.4,29.8254,43.13726,1579.86,195.8,1182.75,74.5098,796.2572,0.992287,33,80.6,24.50998,4.6875,1.002834,3.728227,0.6685959,5.576204,30.88289
34.90196,20,64.4,29.8254,43.52941,1824.96,195.8,1427,74.5098,939.8445,0.9906705,27.5,80.6,25.69119,4.6875,1.320354,4.97097,0.8836977,5.625192,30.877
35.29412,18.82353,64.4,29.8254,42.7451,1789.524,195.8,1621.75,74.5098,890.5317,0.9903655,29.5,80.6,22.73818,4.6875,1.113966,6.835083,0.7467812,9.152725,30.87241
33.72549,18.82353,64.4,29.8254,40.78431,1706.84,195.8,1453.75,74.5098,835.4174,0.9917075,11,80.6,28.05359,4.6875,1.307124,8.699197,0.8765404,9.924467,30.86726
58.82353,27.45098,64.4,29.8254,72.15686,2826.031,195.8,1488.5,74.5098,1405.416,0.9922565,10.5,80.6,26.57709,4.6875,1.743714,9.941939,1.16773,8.513905,30.85851
52.54902,24.70588,64.4,29.8254,65.88235,2639.991,195.8,1431.75,74.5098,1316.943,0.992531,11.5,80.6,26.57709,4.6875,1.906443,11.80605,1.276,9.252395,30.85172
48.23529,20.78431,64.4,29.8254,52.54902,2055.295,195.8,1484.5,74.5098,855.7227,0.9925615,26,80.6,20.08047,4.6875,1.735776,13.67017,1.161449,11.76992,30.84528
23.92157,11.76471,64.4,29.8254,23.52941,885.903,195.8,1432.75,74.5098,443.8155,0.9922565,28.5,78.8,6.496622,3.90625,0.257985,14.91291,0.1726186,86.39223,30.84824
23.52941,9.411765,64.4,29.8254,18.43137,888.856,195.8,1492.25,74.5098,449.617,0.992958,30,78.8,6.791923,3.90625,1.446039,14.91291,0.967847,15.40833,30.84274
10.19608,12.15686,64.4,29.8254,12.54902,885.903,195.8,1239.25,78.03922,439.4644,0.9954285,28.5,78.8,7.087224,3.90625,0.333396,14.91291,0.2229873,66.87783,30.84501
9.803922,11.76471,64.4,29.8254,13.33333,885.903,195.8,1009.25,78.03922,443.8155,0.995459,24.5,78.8,7.677826,3.90625,0.301644,14.29154,0.2012497,71.01395,30.84777
10.98039,11.37255,64.4,29.8254,16.86275,885.903,195.8,789.25,78.03922,429.3117,0.9953675,14,80.6,8.563729,3.90625,0.256662,13.04879,0.1712335,76.20466,30.84992
14.11765,10.98039,64.4,29.8254,23.13725,885.903,195.8,658.5,78.03922,429.3117,0.995581,11,80.6,9.449632,3.90625,0.247401,12.42742,0.1650702,75.28569,30.8525
13.33333,10.98039,64.4,29.8254,30.98039,1922.41,195.8,749.25,78.03922,944.1957,0.995459,-11,80.6,15.35565,4.6875,0.21168,11.80605,0.1412062,83.60857,30.85491
12.15686,11.76471,64.4,29.8254,15.29412,885.903,195.8,1063.5,78.03922,409.0064,0.9957335,38,80.6,9.154331,4.6875,0.084672,11.18468,0.05648942,197.996,30.85847
12.94118,12.15686,64.4,29.8254,16.86275,885.903,195.8,1078.75,78.03922,433.6628,0.9953065,26.5,80.6,7.973127,3.90625,0.296352,11.18468,0.1976585,56.5859,30.85995
11.37255,10.98039,64.4,29.8254,19.21569,885.903,195.8,697.25,78.03922,433.6628,0.9953675,5,80.6,10.04023,3.90625,0.226233,10.56331,0.1509558,69.97618,30.86295
14.5098,11.37255,64.4,29.8254,24.70588,885.903,195.8,664.25,78.03922,433.6628,0.995581,10.5,80.6,10.04023,3.90625,0.236817,9.941939,0.1580084,62.92033,30.8647
14.90196,10.98039,64.4,29.8254,25.4902,885.903,195.8,646.5,78.03922,429.3117,0.9955505,11,80.6,10.33554,3.90625,0.23814,9.320568,0.158857,58.67268,30.86622
14.90196,11.37255,64.4,29.8254,25.88235,885.903,195.8,655,81.17647,433.6628,0.99552,8.5,82.4,10.33554,3.90625,0.21168,9.320568,0.1412106,66.00475,30.86791
15.29412,11.37255,64.4,29.8254,26.66667,885.903,195.8,651,81.17647,424.9606,0.99552,5,82.4,12.10734,3.90625,0.226233,8.077826,0.1509234,53.52268,30.86931
24.70588,12.54902,64.4,29.8254,44.70588,1249.123,195.8,613.25,81.17647,617.8608,0.9957335,-6.5,82.4,15.35565,3.90625,0.523908,5.592341,0.3495069,16.00066,30.86779
23.52941,12.15686,64.4,29.8254,41.17647,1107.379,195.8,567.75,81.17647,558.3953,0.9956115,-2.5,82.4,15.65095,3.90625,0.23814,3.106856,0.1588327,19.56056,30.86721
25.4902,10.58823,64.4,29.8254,42.7451,1201.875,195.8,680.25,81.17647,622.2119,0.9952455,0.5,82.4,15.06035,3.90625,0.308259,0.6213712,0.2056253,3.021862,30.86517
25.88235,12.54902,64.4,29.8254,43.52941,1219.593,195.8,659.25,81.17647,617.8608,0.9952455,-2,82.4,15.06035,3.90625,0.387639,0.6213712,0.2586711,2.402167,30.86243
25.4902,12.54902,64.4,29.8254,43.92157,1201.875,195.8,618,81.17647,603.357,0.9952455,-1,82.4,14.46975,3.90625,0.350595,0,0.2339517,0,30.86019
24.31373,12.94118,64.4,29.8254,41.96078,1213.687,195.8,700,81.17647,587.4028,0.9952455,2,82.4,15.06035,3.90625,0.365148,0,0.2436629,0,30.85744
25.88235,12.54902,64.4,29.8254,43.13726,1243.217,195.8,717.75,81.17647,642.5172,0.9952455,6.5,82.4,16.24155,4.6875,0.42336,1.242742,0.2825077,4.398968,30.85493
34.90196,16.86275,64.4,29.8254,48.23529,1745.229,195.8,1154.25,81.17647,870.2264,0.9922565,31,82.4,24.21468,4.6875,1.051785,2.485485,0.7018551,3.541308,30.84769
32.15686,16.86275,64.4,29.8254,41.56863,1641.874,195.8,1313.5,93.33334,810.7609,0.9910365,32,82.4,24.21468,4.6875,0.896994,4.349598,0.6003662,7.244908,30.84317
32.94118,16.47059,64.4,29.8254,38.43137,1562.142,195.8,1409,93.33334,746.9443,0.990701,30.5,82.4,20.37577,4.6875,0.963144,6.213712,0.6454346,9.627175,30.83769
23.13725,9.411765,64.4,29.8254,22.7451,885.903,195.8,1249,93.33334,468.4719,0.9929275,24.5,80.6,7.677826,3.90625,0.298998,6.835083,0.2004363,34.10102,30.83787
10.58823,11.76471,64.4,29.8254,14.90196,885.903,195.8,990,93.33334,429.3117,0.995459,32.5,80.6,8.268428,3.90625,0.301644,6.835083,0.2017566,33.87786,30.83808
11.76471,11.37255,64.4,29.8254,18.03922,885.903,195.8,837.5,93.33334,527.9374,0.995459,-5,80.6,12.40264,4.6875,0.247401,5.592341,0.165055,33.88168,30.83826
18.82353,16.07843,64.4,29.8254,30.58824,1148.721,195.8,1207.5,93.33334,607.7081,0.9953675,36,80.6,23.62408,4.6875,0.48951,5.592341,0.3265795,17.12398,30.83669
34.11765,17.64706,64.4,29.8254,40.78431,1695.028,195.8,1598.75,93.33334,831.0662,0.9904265,28.5,80.6,21.55697,4.6875,1.054431,6.213712,0.7035345,8.832135,30.83147
27.05882,15.68627,64.4,29.8254,33.33333,1376.103,195.8,1641,93.33334,677.3262,0.992287,18,80.6,16.53686,4.6875,0.6615,8.699197,0.443566,19.61195,30.82953
26.66667,13.33333,64.4,29.8254,32.54902,1104.426,195.8,1006.25,93.33334,503.2809,0.99308,6,80.6,11.22144,3.90625,1.037232,9.320568,0.6942075,13.4262,30.82597
12.54902,11.37255,64.4,29.8254,19.21569,885.903,195.8,711,93.33334,439.4644,0.9956725,25,80.6,10.92614,3.90625,0.091287,8.699197,0.06104855,142.4964,30.82827
16.86275,11.37255,64.4,29.8254,27.84314,885.903,195.8,674,78.03922,429.3117,0.995886,7.5,80.6,10.33554,3.90625,0.296352,8.699197,0.1976706,44.00856,30.82911
15.29412,11.37255,64.4,29.8254,26.27451,885.903,195.8,647.75,78.03922,429.3117,0.9956725,16,80.6,10.92614,3.90625,0.252693,8.699197,0.1685133,51.6232,30.83038
